http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt



Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1941:5:16:0 1.01256 1.14671 -0.114444 0.496426
1941:6:16:0 0.659025 0.435088 -0.124165 0.503563
1941:7:16:0 0.705472 0.287488 -0.194109 0.658783
1941:8:16:0 0.651282 0.642274 -0.293347 0.476818
1941:9:16:0 0.627183 0.615419 -0.320531 0.479739
1941:10:16:0 0.832747 0.839091 -0.200133 0.513268
1941:11:16:0 0.96048 1.1784 -0.154692 0.448623
1941:12:16:0 0.994766 1.34982 0.0996798 0.270015
1942:1:16:0 0.657672 0.657479 0.037451 0.310207
1942:2:16:0 0.505229 0.14805 -0.130254 0.496331
1942:3:16:0 0.202378 -0.0988302 -0.247629 0.375608
1942:4:16:0 0.53521 -0.375227 -0.0582037 0.751925
1942:5:16:0 0.0606782 -0.175203 0.0821598 0.1072
1942:6:16:0 -0.0547341 -0.691932 -0.0940537 0.338259
1942:7:16:0 -0.0361351 -0.921973 -0.0757857 0.462744
1942:8:16:0 -0.256327 -1.07577 -0.00711041 0.285111
1942:9:16:0 -0.39326 -0.858664 0.134432 -0.0311432
1942:10:16:0 -0.486221 -0.871362 0.0263277 -0.0637043
1942:11:16:0 -0.574319 -0.865895 -0.11159 -0.0855763
1942:12:16:0 -0.644215 -0.497243 0.0462072 -0.418697
1943:1:16:0 -0.834713 -0.109698 0.0780057 -0.818867
1943:2:16:0 -0.616305 -0.14479 0.100857 -0.594338
1943:3:16:0 -0.459382 -0.349941 -0.0428506 -0.262987
1943:4:16:0 -0.286223 0.131848 -0.00641733 -0.348939
1943:5:16:0 -0.0747993 0.329039 0.000338719 -0.239488
1943:6:16:0 0.0170516 0.233298 -0.131347 -0.0339236
1943:7:16:0 0.109719 0.37677 -0.317629 0.0801484
1943:8:16:0 0.169243 0.205855 -0.458371 0.295501
1943:9:16:0 0.0138512 -0.184246 -0.100117 0.156033
1943:10:16:0 -0.203094 0.310219 0.151266 -0.433837
1943:11:16:0 -0.225763 -0.139177 0.213721 -0.263036
1943:12:16:0 -0.195059 -0.0855636 0.306782 -0.305668
1944:1:16:0 -0.15077 -0.33786 0.210891 -0.0872859
1944:2:16:0 -0.0461554 0.0324069 0.112542 -0.11863
1944:3:16:0 0.0743103 0.158648 -0.13224 0.0611065
1944:4:16:0 0.124588 0.375584 -0.0530042 -0.0367017
1944:5:16:0 0.271038 0.163783 0.0824765 0.147909
1944:6:16:0 0.172374 0.406644 0.0991764 -0.0805365
1944:7:16:0 0.323305 0.369807 0.314818 -0.0190071
1944:8:16:0 0.159314 0.251117 0.234325 -0.0834068
1944:9:16:0 0.0878239 0.306165 0.452788 -0.291653
1944:10:16:0 0.130857 -0.089192 0.151703 0.0996017
1944:11:16:0 0.157502 -0.372119 0.335914 0.175604
1944:12:16:0 0.116492 -0.420465 0.503444 0.0750026
1945:1:16:0 -0.060096 -0.324162 0.532416 -0.164223
1945:2:16:0 -0.128799 0.435308 0.799263 -0.746085
1945:3:16:0 -0.41327 -0.273875 0.440901 -0.496783
1945:4:16:0 -0.487132 0.0970716 0.382461 -0.726898
1945:5:16:0 -0.390737 0.551555 0.435107 -0.884068
1945:6:16:0 -0.418967 0.189119 0.340716 -0.683884
1945:7:16:0 -0.281165 0.25554 0.330175 -0.574022
1945:8:16:0 -0.378554 0.31793 0.396832 -0.735935
1945:9:16:0 -0.251211 0.597029 0.0420386 -0.570745
1945:10:16:0 -0.248177 0.540708 0.00999203 -0.523527
1945:11:16:0 -0.0628653 0.585395 0.256488 -0.483807
1945:12:16:0 -0.187313 0.0896282 0.248216 -0.356235
1946:1:16:0 -0.0890205 -0.424416 0.17218 0.0370972
1946:2:16:0 -0.0191438 -0.655515 0.4835 0.0668639
1946:3:16:0 -0.0937532 -0.57318 0.339881 0.022896
1946:4:16:0 -0.118774 -0.263991 0.0252496 0.000596508
1946:5:16:0 0.0666156 -0.234339 -0.11502 0.241295
1946:6:16:0 0.434358 -0.651473 -0.561027 1.04061
1946:7:16:0 0.212443 -0.361731 -0.483825 0.635221
1946:8:16:0 0.0609602 -0.558568 -0.248168 0.464328
1946:9:16:0 0.277471 0.184378 -0.470561 0.420562
1946:10:16:0 0.151632 -0.279525 -0.323185 0.452987
1946:11:16:0 0.198848 -0.376141 -0.191662 0.482749
1946:12:16:0 0.56199 -0.154466 -0.316295 0.79737
1947:1:16:0 0.381813 0.122153 -0.331423 0.486447
1947:2:16:0 0.0740619 -0.153858 -0.305663 0.303822
1947:3:16:0 0.410453 0.202086 -0.312002 0.46541
1947:4:16:0 0.00702929 -0.0472927 -0.428269 0.24481
1947:5:16:0 -0.0491858 -0.186233 -0.0633384 0.0755998
1947:6:16:0 0.505776 -0.359997 0.109151 0.631199
1947:7:16:0 -0.138901 -0.406895 -0.171003 0.150048
1947:8:16:0 -0.115425 -0.391264 -0.108318 0.134366
1947:9:16:0 -0.448482 -0.250935 -0.1055 -0.270265
1947:10:16:0 -0.501853 -0.169707 -0.0164083 -0.408795
1947:11:16:0 -0.56145 0.0404526 -0.31316 -0.425097
1947:12:16:0 0.0995885 0.0142884 -0.421085 0.302987
1948:1:16:0 0.124575 -0.0457368 -0.307155 0.301021
1948:2:16:0 -0.168923 0.335766 -0.141738 -0.265937
1948:3:16:0 0.274113 0.407828 -0.189258 0.164828
1948:4:16:0 0.128153 -0.00439883 -0.234106 0.247405
1948:5:16:0 0.406949 0.00452819 -0.381339 0.595354
1948:6:16:0 0.467683 -0.302298 -0.434325 0.835995
1948:7:16:0 0.0399413 -0.557628 -0.307923 0.472717
1948:8:16:0 -0.0647939 -0.106693 -0.252497 0.114801
1948:9:16:0 -0.0667946 -0.499771 -0.321373 0.343777
1948:10:16:0 -0.198699 -0.384776 -0.210045 0.0987113
1948:11:16:0 -0.076718 -0.0109122 -0.37796 0.117718
1948:12:16:0 -0.0365296 -0.331473 -0.323293 0.290853
1949:1:16:0 -0.00322303 -0.451735 -0.326547 0.385918
1949:2:16:0 0.391054 0.036076 -0.412197 0.579114
1949:3:16:0 -0.226724 0.244983 -0.373761 -0.162336
1949:4:16:0 0.0843575 0.337757 -0.295324 0.0631405
1949:5:16:0 -0.0487283 0.0507091 -0.444069 0.147952
1949:6:16:0 -0.263743 -0.103012 -0.434497 0.0050118
1949:7:16:0 -0.0614771 -0.674465 -0.323616 0.437563
1949:8:16:0 -0.0341071 -0.548196 -0.333245 0.406613
1949:9:16:0 -0.55275 -0.734932 -0.232884 -0.0688418
1949:10:16:0 -0.43345 -1.0887 -0.126788 0.174294
1949:11:16:0 -0.932069 -1.01409 -0.116872 -0.366589
1949:12:16:0 -0.621948 -0.659053 -0.0748186 -0.255013
1950:1:16:0 -0.449136 -0.95173 -0.292701 0.17308
1950:2:16:0 -0.867316 -1.06715 0.00845271 -0.337965
1950:3:16:0 -0.762082 -0.549001 0.0850164 -0.530089
1950:4:16:0 -0.577272 -0.786439 -0.00112567 -0.183489
1950:5:16:0 -0.67169 -0.715594 -0.164872 -0.231457
1950:6:16:0 -0.460326 -0.833879 0.0139317 -0.0503518
1950:7:16:0 -0.733364 -0.920243 -0.0130078 -0.266739
1950:8:16:0 -0.671714 -0.294514 -0.101381 -0.473766
1950:9:16:0 -0.66793 -0.806383 -0.0690927 -0.230192
1950:10:16:0 -0.75999 -0.740914 -0.172188 -0.303439
1950:11:16:0 -0.997187 -1.1945 0.00538551 -0.402629
1950:12:16:0 -0.574764 -0.713116 -0.317253 -0.0595791
1951:1:16:0 -0.905957 -0.110822 -0.223368 -0.738862
1951:2:16:0 -0.713555 -0.289622 -0.251168 -0.44316
1951:3:16:0 -0.602799 -0.330783 -0.361092 -0.256862
1951:4:16:0 -0.378992 0.0125 -0.309036 -0.230724
1951:5:16:0 -0.0917269 0.221528 -0.3374 -0.0337907
1951:6:16:0 -0.140642 0.695141 -0.127882 -0.424272
1951:7:16:0 0.18985 1.32258 -0.231879 -0.355502
1951:8:16:0 0.309971 1.01407 -0.377915 -0.00810769
1951:9:16:0 0.294444 0.840061 -0.195059 -0.0280575
1951:10:16:0 0.326306 0.927101 -0.201489 -0.0365002
1951:11:16:0 0.441852 1.05368 -0.351609 0.0908158
1951:12:16:0 0.376153 0.645989 -0.174696 0.140507
1952:1:16:0 0.35827 0.459911 -0.133522 0.195076
1952:2:16:0 0.18522 0.33719 0.0837294 -0.02524
1952:3:16:0 0.0517927 0.400585 -0.0779098 -0.109545
1952:4:16:0 0.410184 0.044309 -0.176521 0.47629
1952:5:16:0 0.153813 -0.0414689 -0.137416 0.243255
1952:6:16:0 -0.0578531 -0.112927 -0.0300089 0.0136146
1952:7:16:0 -0.174554 -0.497072 -0.0677805 0.107873
1952:8:16:0 -0.114325 -0.222385 -0.0792018 0.036469
1952:9:16:0 0.194986 -0.353064 -0.0576376 0.400336
1952:10:16:0 0.0969727 -0.188538 0.072988 0.154748
1952:11:16:0 -0.112001 -0.408453 -0.0350729 0.109761
1952:12:16:0 -0.0779046 -0.189383 -0.131362 0.0824675
1953:1:16:0 0.372411 0.0552705 -0.276899 0.483226
1953:2:16:0 0.0783914 0.443861 -0.000424846 -0.143327
1953:3:16:0 0.261336 0.507197 -0.0989691 0.057222
1953:4:16:0 0.439154 0.733816 -0.252157 0.198324
1953:5:16:0 0.230133 0.778095 -0.202165 -0.0578327
1953:6:16:0 0.262653 0.620077 -0.36748 0.136354
1953:7:16:0 0.26473 0.447982 -0.239588 0.160533
1953:8:16:0 0.157209 0.489645 -0.218109 0.0214408
1953:9:16:0 0.386264 0.629934 -0.292884 0.217739
1953:10:16:0 0.115287 0.179117 -0.180025 0.115741
1953:11:16:0 0.229827 0.149935 -0.229516 0.269617
1953:12:16:0 0.0361742 0.177156 -0.10144 -0.00168401
1954:1:16:0 0.349667 -0.570446 -0.0868855 0.678333
1954:2:16:0 0.142804 -0.250459 -0.154833 0.34545
1954:3:16:0 0.150029 -0.221292 -0.213128 0.367239
1954:4:16:0 0.131974 -1.41051 -0.170775 0.922618
1954:5:16:0 -0.0392471 -1.41683 -0.234307 0.786323
1954:6:16:0 -0.253471 -1.15253 -0.0252553 0.33542
1954:7:16:0 -0.41877 -1.22624 -0.0729528 0.230825
1954:8:16:0 -0.407187 -0.89238 0.0261075 0.0259494
1954:9:16:0 -0.460552 -1.12563 -0.267497 0.236012
1954:10:16:0 -0.402885 -1.25461 -0.0934787 0.271157
1954:11:16:0 -0.632935 -0.949448 -0.131554 -0.0924342
1954:12:16:0 -0.417659 -1.10802 -0.35699 0.314848
1955:1:16:0 -0.423577 -0.413321 -0.0489604 -0.192436
1955:2:16:0 -0.749054 -0.664885 -0.0239344 -0.404645
1955:3:16:0 -0.519438 -0.551375 -0.114938 -0.186281
1955:4:16:0 -0.772349 -0.663252 -0.266143 -0.307652
1955:5:16:0 -0.654184 -1.18185 -0.234352 0.0539176
1955:6:16:0 -0.51326 -1.1631 -0.144878 0.140729
1955:7:16:0 -0.71864 -0.781809 0.0793253 -0.367398
1955:8:16:0 -0.548286 -0.685086 0.136131 -0.273809
1955:9:16:0 -0.6786 -1.06281 0.129563 -0.211976
1955:10:16:0 -1.12427 -1.5149 0.0582627 -0.395947
1955:11:16:0 -0.978888 -1.4436 -0.00905105 -0.252562
1955:12:16:0 -0.937163 -1.16947 -0.155822 -0.274515
1956:1:16:0 -0.785881 -0.943507 -0.203219 -0.212518
1956:2:16:0 -0.769396 -0.58241 -0.150365 -0.403009
1956:3:16:0 -0.693994 -0.187011 -0.186772 -0.507102
1956:4:16:0 -0.542966 -0.504239 -0.236861 -0.172416
1956:5:16:0 -0.506908 -0.746347 -0.30008 0.0163057
1956:6:16:0 -0.73486 -0.598659 -0.297208 -0.286927
1956:7:16:0 -0.71984 -0.294156 0.103985 -0.624755
1956:8:16:0 -0.532419 -0.506695 0.114755 -0.336449
1956:9:16:0 -0.664658 -0.557667 -0.247778 -0.261935
1956:10:16:0 -0.570018 -0.579991 0.00643083 -0.283238
1956:11:16:0 -0.511035 -0.705734 -0.0763161 -0.12001
1956:12:16:0 -0.220109 -0.629891 0.0586204 0.065526
1957:1:16:0 -0.0306246 -0.690476 -0.0637154 0.346471
1957:2:16:0 0.0351063 0.134543 -0.0664189 0.00104437
1957:3:16:0 0.021613 0.765896 -0.0543294 -0.33417
1957:4:16:0 0.311386 0.745338 -0.203728 0.0405816
1957:5:16:0 0.421937 1.2176 -0.0198798 -0.176922
1957:6:16:0 0.153001 1.29885 -0.164737 -0.414055
1957:7:16:0 0.298589 1.5438 -0.0686986 -0.438963
1957:8:16:0 0.377756 1.1461 -0.141115 -0.124738
1957:9:16:0 0.444028 1.05644 -0.448199 0.13991
1957:10:16:0 0.535655 0.959858 -0.376898 0.244175
1957:11:16:0 0.642681 0.95813 -0.396237 0.361734
1957:12:16:0 0.683028 0.923114 -0.217109 0.330025
1958:1:16:0 1.06095 0.614452 -0.211343 0.859395
1958:2:16:0 1.02604 0.595077 -0.275122 0.866065
1958:3:16:0 0.870129 0.472807 -0.130237 0.698844
1958:4:16:0 0.47335 0.735398 -0.295653 0.253478
1958:5:16:0 0.557711 0.453271 -0.361554 0.511852
1958:6:16:0 0.408612 0.518077 -0.404464 0.351805
1958:7:16:0 0.247567 0.516851 -0.0803353 0.0293089
1958:8:16:0 0.416363 0.166522 0.0789097 0.293648
1958:9:16:0 0.0734415 0.142948 -0.0454697 0.0247025
1958:10:16:0 0.256488 0.0347157 -0.08364 0.28095
1958:11:16:0 0.321182 0.0661887 -0.250675 0.413426
1958:12:16:0 0.423931 -0.0279928 -0.127846 0.50185
1959:1:16:0 0.418706 -0.154715 -0.291614 0.641871
1959:2:16:0 0.34848 -0.140672 -0.160888 0.49926
1959:3:16:0 0.230488 0.288435 -0.232636 0.202588
1959:4:16:0 0.300785 0.265834 -0.366066 0.350901
1959:5:16:0 0.285657 0.144633 -0.338511 0.382596
1959:6:16:0 -0.0242359 -0.0699751 -0.228596 0.12505
1959:7:16:0 0.0408433 -0.0879363 -0.122237 0.14593
1959:8:16:0 0.0887948 -0.295905 -0.106929 0.290212
1959:9:16:0 0.0407498 -0.0218315 -0.179515 0.141423
1959:10:16:0 0.137 0.105791 -0.308591 0.2384
1959:11:16:0 -0.0985662 0.0157785 -0.195522 -0.00869436
1959:12:16:0 -0.0849849 -0.0376904 -0.171415 0.0195677
1960:1:16:0 -0.206068 0.0797897 0.0604317 -0.276179
1960:2:16:0 -0.276494 -0.00253314 0.0222309 -0.286343
1960:3:16:0 -0.190487 0.142796 0.108058 -0.315914
1960:4:16:0 0.0416033 -0.248401 0.0355133 0.148047
1960:5:16:0 0.0478931 -0.0807265 0.12702 0.0247463
1960:6:16:0 -0.118392 -0.287281 -0.0987235 0.07461
1960:7:16:0 -0.0733007 -0.166776 0.144122 -0.0619739
1960:8:16:0 -0.0445461 -0.0719993 -0.0490458 0.0159765
1960:9:16:0 0.0720612 0.116134 0.0834517 -0.0277317
1960:10:16:0 0.0440942 -0.460342 -0.0817622 0.315146
1960:11:16:0 -0.0261103 -0.650149 0.1118 0.243064
1960:12:16:0 0.273534 -0.200973 -0.124495 0.436268
1961:1:16:0 0.00787556 -0.0283583 -0.267126 0.155618
1961:2:16:0 0.0519736 0.388271 0.162219 -0.223271
1961:3:16:0 -0.0776714 0.086967 -0.0198856 -0.111212
1961:4:16:0 -0.131586 0.115643 0.115959 -0.247387
1961:5:16:0 -0.0596446 -0.141937 -0.0860511 0.0543494
1961:6:16:0 -0.00394923 -0.1182 -0.195425 0.152863
1961:7:16:0 -0.109504 -0.635526 -0.308704 0.362611
1961:8:16:0 -0.110719 -0.339124 -0.22005 0.168869
1961:9:16:0 -0.115232 -0.64914 -0.382566 0.400621
1961:10:16:0 -0.31128 -0.525812 -0.367954 0.135603
1961:11:16:0 -0.180601 -0.242861 -0.305075 0.0933677
1961:12:16:0 -0.330076 -0.229599 -0.151879 -0.139337
1962:1:16:0 -0.330994 -0.243751 -0.0272469 -0.195495
1962:2:16:0 -0.164692 -0.170072 -0.277577 0.0591325
1962:3:16:0 -0.194443 -0.72554 -0.0819372 0.209296
1962:4:16:0 -0.106447 -1.00881 -0.21414 0.505027
1962:5:16:0 -0.287014 -0.516387 -0.199147 0.0707527
1962:6:16:0 -0.0618463 -0.639415 -0.150777 0.33325
1962:7:16:0 -0.127549 -0.394385 0.00977713 0.0647546
1962:8:16:0 -0.128206 -0.131069 -0.120838 -0.00225264
1962:9:16:0 -0.25382 -0.304114 -0.149069 -0.0272286
1962:10:16:0 -0.272617 -0.56365 -0.0599374 0.0391761
1962:11:16:0 -0.165677 -0.467049 -0.20181 0.168752
1962:12:16:0 -0.287471 -0.685959 -0.211674 0.161345
1963:1:16:0 -0.18974 -0.114864 -0.149659 -0.0574786
1963:2:16:0 -0.0458938 -0.255408 -0.286241 0.224931
1963:3:16:0 0.0028001 0.135918 -0.152739 0.0112106
1963:4:16:0 0.0780797 -0.103745 -0.18325 0.221577
1963:5:16:0 -0.0133592 0.190926 -0.0542042 -0.0817202
1963:6:16:0 -0.0792747 0.154692 -0.238666 -0.0372877
1963:7:16:0 0.248771 0.433293 -0.337815 0.201032
1963:8:16:0 0.449631 0.518516 -0.171547 0.276146
1963:9:16:0 0.356224 0.534004 -0.299542 0.238993
1963:10:16:0 0.50584 0.415866 -0.368931 0.482372
1963:11:16:0 0.506412 0.273871 -0.259612 0.499282
1963:12:16:0 0.482487 0.306918 0.0518708 0.303092
1964:1:16:0 0.400169 -0.128258 0.00416368 0.462216
1964:2:16:0 0.35106 -0.550726 -0.087422 0.670134
1964:3:16:0 -0.0706537 -0.545624 -0.0923989 0.248358
1964:4:16:0 -0.0534787 -0.846699 -0.0342804 0.387011
1964:5:16:0 -0.188848 -1.46256 0.0466926 0.519086
1964:6:16:0 -0.346035 -0.997326 0.133186 0.0860351
1964:7:16:0 -0.382355 -0.806615 0.146858 -0.0524759
1964:8:16:0 -0.569169 -1.00863 0.0152799 -0.0724923
1964:9:16:0 -0.79398 -0.448561 0.140877 -0.640138
1964:10:16:0 -0.824553 -0.778315 0.263132 -0.566961
1964:11:16:0 -0.854002 -0.473326 0.0554389 -0.645059
1964:12:16:0 -0.774535 -0.62351 -0.137138 -0.394211
1965:1:16:0 -0.356764 -0.298225 -0.2954 -0.0599518
1965:2:16:0 -0.327775 0.0164731 -0.173764 -0.24913
1965:3:16:0 -0.350473 0.373866 -0.288133 -0.39334
1965:4:16:0 -0.1584 0.798129 -0.204299 -0.455316
1965:5:16:0 -0.0422828 1.18458 -0.186856 -0.541146
1965:6:16:0 0.0825254 1.1388 -0.375032 -0.299359
1965:7:16:0 0.253884 1.06444 -0.854756 0.14904
1965:8:16:0 0.47819 1.13399 -0.53948 0.180937
1965:9:16:0 0.530081 0.890626 -0.499774 0.334655
1965:10:16:0 0.763004 0.761829 -0.476333 0.620255
1965:11:16:0 0.760761 0.860989 -0.45216 0.556347
1965:12:16:0 0.672872 0.899332 -0.555082 0.500747
1966:1:16:0 0.617517 0.70692 -0.386201 0.457158
1966:2:16:0 0.498439 0.159372 -0.348515 0.59301
1966:3:16:0 0.789225 -0.528987 -0.365665 1.23655
1966:4:16:0 0.45898 -0.596315 -0.282093 0.898183
1966:5:16:0 0.364746 -0.672068 -0.395671 0.898616
1966:6:16:0 0.406671 -0.584103 -0.277941 0.837693
1966:7:16:0 0.558006 -0.250991 -0.196768 0.781886
1966:8:16:0 0.419724 -0.250312 -0.075526 0.582642
1966:9:16:0 0.419125 -0.433374 -0.16295 0.717287
1966:10:16:0 0.270815 -0.353765 -0.141743 0.518569
1966:11:16:0 0.172246 -0.477359 -0.0756042 0.448727
1966:12:16:0 0.114621 -0.548367 -0.0953262 0.436468
1967:1:16:0 -0.300309 -0.451589 -0.272174 0.0615734
1967:2:16:0 -0.346384 -0.211438 -0.431674 -0.0248281
1967:3:16:0 -0.12969 -0.371886 -0.385821 0.249164
1967:4:16:0 0.0217434 -0.286601 -0.358353 0.34422
1967:5:16:0 0.13883 -0.39352 -0.335757 0.503469
1967:6:16:0 0.110073 -0.195413 -0.23604 0.3258
1967:7:16:0 0.104498 -0.495839 -0.423724 0.56428
1967:8:16:0 -0.0621112 -0.884042 -0.328455 0.544137
1967:9:16:0 -0.124949 -0.960321 -0.30328 0.506852
1967:10:16:0 -0.0137532 -1.1709 -0.421883 0.782641
1967:11:16:0 0.0146225 -1.02768 -0.55952 0.808221
1967:12:16:0 -0.0167469 -1.03101 -0.484316 0.740917
1968:1:16:0 -0.10426 -0.93217 -0.401395 0.562523
1968:2:16:0 -0.00909231 -0.732098 -0.554934 0.634423
1968:3:16:0 -0.280572 -0.775648 -0.313717 0.26411
1968:4:16:0 -0.177835 -0.736416 -0.0745843 0.227665
1968:5:16:0 -0.0937849 -0.935597 0.185615 0.281206
1968:6:16:0 0.278627 -0.542058 0.437268 0.331022
1968:7:16:0 0.1906 -0.12587 0.476724 0.0151735
1968:8:16:0 0.228271 0.180444 0.243899 0.0160992
1968:9:16:0 0.0743925 0.440357 0.0976826 -0.194627
1968:10:16:0 0.40268 0.198598 0.0156524 0.295554
1968:11:16:0 0.64389 0.14836 -0.192978 0.666199
1968:12:16:0 0.589165 0.472127 -0.195941 0.451072
1969:1:16:0 1.0046 0.161302 -0.30609 1.077
1969:2:16:0 1.1097 -0.00331352 -0.286879 1.25479
1969:3:16:0 0.738226 0.496517 -0.11656 0.548247
1969:4:16:0 0.564086 0.788651 0.0815195 0.129001
1969:5:16:0 0.451274 1.12127 0.0507988 -0.134763
1969:6:16:0 0.238514 0.959282 0.204204 -0.343229
1969:7:16:0 0.229479 0.511519 0.0665064 -0.0595333
1969:8:16:0 0.475847 0.412409 -0.0455636 0.292424
1969:9:16:0 0.539603 0.53015 0.0968246 0.226116
1969:10:16:0 0.530094 0.949473 0.133617 -0.0114506
1969:11:16:0 0.594234 0.795223 0.0152082 0.189019
1969:12:16:0 0.57372 0.838402 0.206335 0.051352
1970:1:16:0 0.523755 0.685559 0.373823 -0.00593603
1970:2:16:0 0.429948 0.00830223 0.168647 0.341474
1970:3:16:0 0.300213 -0.247203 0.297322 0.275153
1970:4:16:0 0.250515 -0.217811 0.143562 0.28764
1970:5:16:0 0.32243 -0.593834 0.182831 0.527931
1970:6:16:0 0.101429 -0.900334 0.165196 0.468998
1970:7:16:0 -0.111663 -1.48166 0.194018 0.53216
1970:8:16:0 -0.268175 -1.18893 0.146612 0.252984
1970:9:16:0 -0.30705 -0.905487 0.270114 0.0106362
1970:10:16:0 -0.433374 -0.647141 0.409313 -0.31446
1970:11:16:0 -0.410305 -0.843225 0.422011 -0.199698
1970:12:16:0 -0.802853 -0.840157 0.286262 -0.525905
1971:1:16:0 -0.985635 -0.854216 0.172767 -0.64491
1971:2:16:0 -0.82527 -1.18564 0.0754627 -0.270184
1971:3:16:0 -0.874503 -0.857301 0.0639428 -0.477824
1971:4:16:0 -0.632876 -0.359027 -0.145034 -0.380845
1971:5:16:0 -0.498709 -0.705242 -0.0864782 -0.102849
1971:6:16:0 -0.567332 -0.845052 -0.235598 -0.0270073
1971:7:16:0 -0.565469 -0.572322 -0.217578 -0.170519
1971:8:16:0 -0.628311 -0.814053 0.00989364 -0.226231
1971:9:16:0 -0.758581 -0.717965 0.2833 -0.541249
1971:10:16:0 -0.486474 -0.851091 0.137818 -0.129837
1971:11:16:0 -0.474591 -0.801596 0.136363 -0.141975
1971:12:16:0 -0.432544 -0.746665 0.0292943 -0.0738588
1972:1:16:0 -0.255315 -0.0327555 0.16859 -0.323232
1972:2:16:0 -0.0169835 0.240636 0.1464 -0.210502
1972:3:16:0 -0.0297739 0.326367 -0.142785 -0.121565
1972:4:16:0 0.302529 0.626282 -0.230628 0.104702
1972:5:16:0 0.44937 0.741827 -0.273132 0.215023
1972:6:16:0 0.43189 1.26435 -0.344773 -0.0278966
1972:7:16:0 0.444307 1.71755 -0.410429 -0.209251
1972:8:16:0 0.438121 2.06429 -0.40679 -0.390628
1972:9:16:0 0.430378 1.5319 -0.364287 -0.153426
1972:10:16:0 0.841747 1.47127 -0.208551 0.210387
1972:11:16:0 0.698182 1.54409 -0.250696 0.051486
1972:12:16:0 0.8755 1.7988 -0.116648 0.0344241
1973:1:16:0 0.851583 1.25967 -0.169861 0.306679
1973:2:16:0 0.573849 0.397121 -0.0752424 0.41291
1973:3:16:0 0.452402 0.040217 -0.159876 0.512231
1973:4:16:0 0.0967049 -0.411061 0.0387251 0.282873
1973:5:16:0 0.0286963 -0.559695 0.104169 0.256459
1973:6:16:0 -0.289915 -0.635755 0.270196 -0.107135
1973:7:16:0 -0.420988 -0.786097 0.301283 -0.17858
1973:8:16:0 -0.635935 -0.894735 0.463362 -0.420248
1973:9:16:0 -0.842693 -0.835802 0.362498 -0.606041
1973:10:16:0 -0.959612 -0.723043 0.278195 -0.737188
1973:11:16:0 -1.15273 -0.668826 0.285529 -0.961085
1973:12:16:0 -1.42023 -0.707355 0.2253 -1.17921
1974:1:16:0 -1.31507 -0.731834 0.00432607 -0.951317
1974:2:16:0 -0.990006 -0.586835 -0.123247 -0.634965
1974:3:16:0 -0.959025 -0.218387 -0.336262 -0.681701
1974:4:16:0 -0.721166 -0.122183 -0.404099 -0.458025
1974:5:16:0 -0.642555 0.0670622 -0.234242 -0.558965
1974:6:16:0 -0.620262 -0.0350566 -0.239217 -0.483125
1974:7:16:0 -0.674236 -0.108597 -0.0653424 -0.587267
1974:8:16:0 -0.455858 -0.00212852 -0.0217178 -0.443935
1974:9:16:0 -0.58247 -0.438931 0.220696 -0.473352
1974:10:16:0 -0.641325 -0.717996 0.132288 -0.348471
1974:11:16:0 -0.695169 -0.523304 -0.134987 -0.366024
1974:12:16:0 -0.681337 -0.702136 -0.229316 -0.215611
1975:1:16:0 -0.488884 -0.699366 -0.174491 -0.0519557
1975:2:16:0 -0.285342 -0.623913 -0.18067 0.11695
1975:3:16:0 -0.507453 -0.160685 -0.123881 -0.36517
1975:4:16:0 -0.560355 -0.056348 0.0197826 -0.542072
1975:5:16:0 -0.711509 -0.476612 0.0542066 -0.500306
1975:6:16:0 -0.764983 -0.72813 -0.0894074 -0.356214
1975:7:16:0 -0.97873 -0.377149 0.0668135 -0.823562
1975:8:16:0 -1.12422 -0.368722 0.176733 -1.02823
1975:9:16:0 -1.37713 -0.807483 0.406798 -1.17679
1975:10:16:0 -1.47445 -0.941045 0.196315 -1.10208
1975:11:16:0 -1.42484 -1.13058 0.176163 -0.94763
1975:12:16:0 -1.4355 -1.17757 -0.0505457 -0.821439
1976:1:16:0 -1.19792 -0.812111 0.0544943 -0.819114
1976:2:16:0 -0.852188 -0.435804 -0.122213 -0.573179
1976:3:16:0 -0.528234 -0.274709 -0.277153 -0.252303
1976:4:16:0 -0.438022 0.101069 -0.340478 -0.318318
1976:5:16:0 -0.478339 0.376821 -0.460241 -0.436629
1976:6:16:0 -0.27017 0.939154 -0.483169 -0.498163
1976:7:16:0 -0.231877 1.23129 -0.323827 -0.685609
1976:8:16:0 -0.212089 1.16975 -0.280393 -0.656768
1976:9:16:0 0.0924351 0.822044 -0.322462 -0.157356
1976:10:16:0 0.275764 0.777475 -0.073555 -0.0761959
1976:11:16:0 0.401461 0.630406 0.168779 0.00186887
1976:12:16:0 0.157102 0.578179 0.164691 -0.214333
1977:1:16:0 0.239718 0.657066 0.11954 -0.148585
1977:2:16:0 0.181453 0.36586 0.0970151 -0.049984
1977:3:16:0 0.109007 0.23977 -0.0292301 0.00373732
1977:4:16:0 -0.123808 -0.189246 -0.159583 0.0506074
1977:5:16:0 -0.0433781 -0.0138453 -0.079028 0.00305854
1977:6:16:0 0.172728 0.215287 -0.130678 0.130423
1977:7:16:0 0.435697 0.221512 -0.192448 0.421165
